,buy_and_hold,atr18_screen,s1_soft_ema12
2024-06-30 16:00:00,1.0016654983950697,10172.160478146918,9901.095198599123
2024-06-30 17:00:00,1.0033638417257835,10172.160478146918,9901.095198599123
2024-06-30 18:00:00,1.0090112194722989,10172.160478146918,9901.095198599123
2024-06-30 19:00:00,1.0085481383994532,10172.160478146918,9901.095198599123
2024-06-30 20:00:00,1.0079494500180566,10172.160478146918,9901.095198599123
2024-06-30 21:00:00,1.0071364565615157,10172.160478146918,9901.095198599123
2024-06-30 22:00:00,1.0227621907962312,10172.160478146918,9901.095198599123
2024-06-30 23:00:00,1.0206646676783557,10172.160478146918,9901.095198599123
2024-07-01 00:00:00,1.0232659215419038,10172.160478146918,9901.095198599123
2024-07-01 01:00:00,1.0347914045779012,10172.160478146918,9901.095198599123
2024-07-01 02:00:00,1.0314587818008487,10172.160478146918,9901.095198599123
2024-07-01 03:00:00,1.0314885373613583,10172.160478146918,9901.095198599123
2024-07-01 04:00:00,1.028921104025602,10172.160478146918,9901.095198599123
2024-07-01 05:00:00,1.0314113029829868,10172.160478146918,9901.095198599123
2024-07-01 06:00:00,1.030940742370341,10172.160478146918,9901.095198599123
2024-07-01 07:00:00,1.0288893972807969,10172.160478146918,9901.095198599123
2024-07-01 08:00:00,1.023134541799327,10172.160478146918,9901.095198599123
2024-07-01 09:00:00,1.023379415428437,10172.160478146918,9901.095198599123
2024-07-01 10:00:00,1.0219691969787212,10172.160478146918,9901.095198599123
2024-07-01 11:00:00,1.0188773828634963,10172.160478146918,9901.095198599123
2024-07-01 12:00:00,1.0224530906840543,10172.160478146918,9901.095198599123
2024-07-01 13:00:00,1.0192542866299485,10172.160478146918,9901.095198599123
2024-07-01 14:00:00,1.0215428632101111,10172.160478146918,9901.095198599123
2024-07-01 15:00:00,1.0265326918489763,10172.160478146918,9901.095198599123
2024-07-01 16:00:00,1.0263120454248713,10172.160478146918,9901.095198599123
2024-07-01 17:00:00,1.0357156155392968,10172.160478146918,9901.095198599123
2024-07-01 18:00:00,1.0349405075778306,10172.160478146918,9901.095198599123
2024-07-01 19:00:00,1.0280591683629774,10172.160478146918,9901.095198599123
2024-07-01 20:00:00,1.0291282547583287,10172.160478146918,9901.095198599123
2024-07-01 21:00:00,1.0264857008271884,10172.160478146918,9901.095198599123
2024-07-01 22:00:00,1.0239668845001333,10172.160478146918,9901.095198599123
2024-07-01 23:00:00,1.0227456057297177,10172.160478146918,9901.095198599123
2024-07-02 00:00:00,1.0231790938407452,10172.160478146918,9901.095198599123
2024-07-02 01:00:00,1.0231685249258102,10172.160478146918,9901.095198599123
2024-07-02 02:00:00,1.0243646008990732,10172.160478146918,9901.095198599123
2024-07-02 03:00:00,1.026626511293861,10172.160478146918,9901.095198599123
2024-07-02 04:00:00,1.0249897928671532,10172.160478146918,9901.095198599123
2024-07-02 05:00:00,1.0247619921006303,10172.160478146918,9901.095198599123
2024-07-02 06:00:00,1.0221929327779613,10172.160478146918,9901.095198599123
2024-07-02 07:00:00,1.018355441064397,10172.160478146918,9901.095198599123
2024-07-02 08:00:00,1.0190061610270125,10172.160478146918,9901.095198599123
2024-07-02 09:00:00,1.018680963644396,10172.160478146918,9901.095198599123
2024-07-02 10:00:00,1.019753627210956,10172.160478146918,9901.095198599123
2024-07-02 11:00:00,1.0216402598262049,10172.160478146918,9901.095198599123
2024-07-02 12:00:00,1.02239536814864,10172.160478146918,9901.095198599123
2024-07-02 13:00:00,1.0183055232661653,10172.160478146918,9901.095198599123
2024-07-02 14:00:00,1.0086879732739784,10172.160478146918,9904.601009704053
2024-07-02 15:00:00,1.0072676737054014,10172.160478146918,9901.140011516414
2024-07-02 16:00:00,1.0068255678637346,10172.160478146918,9901.140011516414
2024-07-02 17:00:00,1.0105180215446519,10172.160478146918,9901.140011516414
2024-07-02 18:00:00,1.0134778055225344,10172.160478146918,9901.140011516414
2024-07-02 19:00:00,1.0071216600806066,10172.160478146918,9901.140011516414
2024-07-02 20:00:00,1.0083071671389345,10172.160478146918,9901.140011516414
2024-07-02 21:00:00,1.0074292968045617,10172.160478146918,9901.140011516414
2024-07-02 22:00:00,1.0095754369311383,10172.160478146918,9901.140011516414
2024-07-02 23:00:00,1.0103146105818253,10172.160478146918,9901.140011516414
2024-07-03 00:00:00,1.0096406390063528,10172.160478146918,9901.140011516414
2024-07-03 01:00:00,1.0018991527144796,10172.160478146918,9901.140011516414
2024-07-03 02:00:00,0.997738089605212,10172.160478146918,9901.140011516414
2024-07-03 03:00:00,0.991656735951595,10172.160478146918,9901.140011516414
2024-07-03 04:00:00,0.9899642461737682,10172.160478146918,9901.140011516414
2024-07-03 05:00:00,0.993827916276633,10172.160478146918,9901.140011516414
2024-07-03 06:00:00,0.9920796551476876,10172.160478146918,9901.140011516414
2024-07-03 07:00:00,0.9897383965915412,10172.160478146918,9901.140011516414
2024-07-03 08:00:00,0.9836828961298422,10172.160478146918,9901.140011516414
2024-07-03 09:00:00,0.9854457911410055,10172.160478146918,9901.140011516414
2024-07-03 10:00:00,0.9818357749965814,10172.160478146918,9901.140011516414
2024-07-03 11:00:00,0.9818686199322256,10172.160478146918,9901.140011516414
2024-07-03 12:00:00,0.976047586783393,10172.160478146918,9901.140011516414
2024-07-03 13:00:00,0.9851853080375297,10172.160478146918,9901.140011516414
2024-07-03 14:00:00,0.9801636100551682,10172.160478146918,9901.140011516414
